"allele"	"logit_of_percentage"	"estimated_transmission_percentage"	"lower_confidence_interval"	"upper_confidence_interval"	"raw_p_value"	"adj_p_value"
"R39A05"	-0.134230774865409	0.466492602262837	0.419561168911788	0.514024706172514	0.166920674788841	0.541174398262767
"R39B04"	-0.0166041550520351	0.495849056603774	0.451784260082652	0.539978431375319	0.854007642182604	0.988503036207334
"R39B06"	-0.0101868453069931	0.497453310696095	0.470414980370976	0.524506544109258	0.853722319293306	0.988503036207334
"R39C03"	-0.116740173949605	0.470848056537103	0.437265709585432	0.504696405465785	0.0913573323297581	0.400597420230915
"R41A02"	-0.0807090633988659	0.47983367983368	0.447176400279187	0.512664212734891	0.228562368827248	0.617519382445546
"R41A12"	-0.0326605606329246	0.491835585585586	0.4648852877867	0.518833419460448	0.553479824711933	0.85179409143371
"R41F01"	-0.048592555236865	0.487854251012146	0.462315075050392	0.513456998712375	0.352490112281663	0.759860431851856
"R44E07"	-0.0854177511543515	0.478658536585366	0.447394158761281	0.510091001494754	0.183207581219397	0.556955527716391
"R45E04"	0.00406174400817777	0.501015434606011	0.478094168532006	0.523932433508644	0.930850103844781	0.989860051766172
"R45E09"	-0.0137722146212271	0.496557000765111	0.465134684917967	0.52800653735347	0.830255521584846	0.988503036207334
"R46A02"	-0.0137495555831027	0.496562665256478	0.459639936083763	0.53352292292222	0.855556961601976	0.988503036207334
"R46C04"	0.0442402700674557	0.511058263971463	0.486238742378359	0.535823382515589	0.38254710649713	0.767483470476819
"R47C07"	0.0475471559298338	0.511884550084889	0.465039634415583	0.55852163394733	0.61939588593022	0.888797261212645
"R47G10"	0.00135043909787123	0.50033760972316	0.458612421522514	0.542058096246708	0.987375914345792	0.993196356439009
"R48D04"	-0.100083458556982	0.475	0.429687232150241	0.520728220934347	0.283874838511353	0.699467602091973
"R49F11"	-0.229958367471849	0.442762417114976	0.424960946762271	0.460712144004849	5.02864416773718e-10	1.0325482691087e-08
"R51E11"	0.0267433249755113	0.506685432793807	0.464050286951146	0.54922356264864	0.758918259499739	0.973945099691332
"R52B09"	0.0127874560851258	0.503196820459651	0.48204804227453	0.524334165605167	0.767107281785462	0.980369472157354
"R52E07"	-0.0705511109919647	0.482369534555712	0.457772322078757	0.507052485763597	0.161484389956633	0.529119064964287
"R52H01"	-0.0130815818974896	0.496729651162791	0.4661022289757	0.527381635800301	0.834502905463383	0.988503036207334
"R53C03"	0.0310771664429748	0.507768666378938	0.48412975310803	0.531372893299862	0.519568998873946	0.85179409143371
"R53F11"	0.00143712599584878	0.500359281437126	0.475471242120041	0.525245540527582	0.977445627814364	0.993196356439009
"R55G09"	0.0771784560733909	0.51928504233302	0.469931821569482	0.568264764511816	0.443953089767861	0.818787734422164
"R59F11"	-0.00917055197220767	0.497707378074198	0.464906338327339	0.530528163321139	0.891227346472567	0.989860051766172
"R60D10"	0.0543767708780726	0.513590844062947	0.488735658184212	0.538378992333372	0.283833227738914	0.699467602091973
