"allele"	"logit_of_percentage"	"estimated_transmission_percentage"	"lower_confidence_interval"	"upper_confidence_interval"	"raw_p_value"	"adj_p_value"
"R67C11"	-0.0550800002433838	0.486233480176211	0.448770889706875	0.523851393731341	0.473354829490495	0.877450379779216
"R67H12"	-0.0506931143155182	0.487329434697856	0.458512706245653	0.516230637635262	0.390229736254834	0.862110308261568
"R68B05"	-0.0363676441708751	0.490909090909091	0.465119711498185	0.516746947602959	0.49051830536963	0.878001121052551
"R68C07"	0.0125314923119138	0.503132832080201	0.463064720601211	0.543160745417314	0.87840656293411	0.988418333992562
"R69C04"	0.00180603263827467	0.500451508036843	0.478916357027855	0.521984984033964	0.967240930422848	0.988418333992562
"R69E02"	-0.0287101058824313	0.492822966507177	0.462131530619881	0.523568593125143	0.647467117434632	0.910761974207259
"R71A11"	-2.57969422682819	0.0704567541427646	0.0619311049248063	0.080055911188704	0	0
"R72C04"	-0.0635695011968382	0.484112974404237	0.450569864578076	0.517799843293462	0.355333076884488	0.862110308261568
"R72D11"	-0.0355235078530378	0.491120056831636	0.466492260805566	0.515791029513124	0.480588307606171	0.878001121052551
"R72F03"	0.0210042727705325	0.505250875145858	0.482896542897704	0.527584233198664	0.645331592944954	0.910761974207259
"R74E03"	-0.0791068161686314	0.480233602875112	0.446419223226288	0.514230049727327	0.254414376491904	0.773318946366481
"R74E06"	0.048616568126986	0.512151748666272	0.473131225336346	0.551024726396857	0.541829618346597	0.89950654471283
"R74E11"	-0.118490499428374	0.470411985018727	0.42694395820543	0.514333511160045	0.186592150683663	0.66609058441726
"R74F05"	-0.0486996295625174	0.487827498261071	0.463468586929103	0.512244362479068	0.328521290381881	0.851756586452365
"R75H08"	-0.146498005647771	0.463440860215054	0.43734748063867	0.489735992670167	0.00646400359667942	0.0620140345056432
"R76E07"	-0.0248074737042678	0.493798449612403	0.462300819382187	0.525345384975722	0.700205136618805	0.922587883871129
"R77E05"	0.0030234338979976	0.500755857898715	0.46962288663141	0.531882969261691	0.96209274178558	0.988418333992562
"R77F09"	-0.0741079721537218	0.481481481481482	0.458553006349344	0.504488213485217	0.11462498386618	0.527048933461913
"R77G11"	0.0026666682469156	0.500666666666667	0.459357334633403	0.541966899563574	0.974821312764601	0.988418333992562
"R77H05"	-0.0294042745807861	0.49264946096047	0.463729145392245	0.521619054006167	0.619116658581195	0.910761974207259
"R78B01"	0.0405211974056392	0.510128913443831	0.489381323629409	0.530841666591694	0.338646948602613	0.862110308261568
"R79D11"	0.123696713446431	0.530884808013355	0.504127571706357	0.557465641729535	0.0237053274519514	0.196690149398624
"R80B03"	-0.0445170104584565	0.488872584984104	0.46385341424739	0.513947630273538	0.384455187575214	0.862110308261568
"R80C03"	-2.64723399003497	0.0661596958185741	0.0472903195441176	0.0918324327297732	0	0
"R80C08"	-0.122853673105344	0.469325153374233	0.429961216807661	0.509074513920644	0.130301720222871	0.571466115834591
"R80E06"	-0.0581011113712118	0.485478806907378	0.453829057772392	0.51724545223826	0.370314690334717	0.862110308261568
"R80E09"	-0.0408758288719677	0.489782465392222	0.460746762030779	0.518887274570905	0.491506537786829	0.878001121052551
"R81E02"	-0.0281615429924301	0.49296007950969	0.472349753997205	0.513594361228879	0.503742324244734	0.878001121052551
"R81G05"	0.00261552023560354	0.500653879686138	0.476998620873176	0.52430621171797	0.956823419506843	0.988418333992562
"R81H09"	-0.00581396986542028	0.498546511627907	0.45544055404405	0.541674086317757	0.947451927532278	0.988418333992562
"R82A03"	-0.626133710030605	0.348387723387723	0.333485338469037	0.36359276881876	0	0
"R82B10"	-0.0555698511548105	0.486111111111111	0.457045193931463	0.515271275113388	0.350562894879656	0.862110308261568
"R82C05"	-2.23468931282076	0.0966783403624079	0.0873465731535352	0.106890311729267	0	0
"R83A02"	-0.0606047555166316	0.484853446864254	0.464382377583473	0.505375468374212	0.147986836361971	0.596797237410606
"R83B01"	-0.363010423648717	0.41023102310231	0.390131698888817	0.43063467055197	0	0
"R83B04"	-0.035853921846246	0.491037479630635	0.464667459146177	0.517457469363669	0.506209115395119	0.878001121052551
"R83C02"	-0.00841857046559549	0.49789536981359	0.458671547732436	0.537145113399632	0.916444419549249	0.988418333992562
"R83H05"	-0.0707755475931189	0.482313495389774	0.461608605814111	0.503079296193005	0.0950327545584797	0.515870522699315
"R84A12"	-0.917622710058396	0.285442531037245	0.271174776775673	0.300151820257171	0	0
"R85A08"	0.0129642357867146	0.503241013553329	0.47573746870226	0.530724958370502	0.817466547820598	0.988418333992562
"R86G04"	-0.201018412701998	0.449913941480207	0.429085060191079	0.470919913360506	3.17879637035112e-06	4.64709755094188e-05
"R87A03"	-0.00220118953063948	0.499449702839533	0.475680460111396	0.523221433072449	0.963836478187155	0.988418333992562
"R88A04"	0.209373970590452	0.552153110047847	0.502471731717114	0.60081472071167	0.0396762173749958	0.264795624654863
"R88B08"	-0.0101352218940432	0.497466216216216	0.470596812210999	0.524350262995724	0.853548335530242	0.988418333992562
"R88H09"	-0.0433444303371429	0.489165588615783	0.468810346227294	0.509556824090969	0.297690640878159	0.830971793257847
"R89B08"	-0.34727906130398	0.414042396765102	0.396673100711062	0.431628137122366	0	0
"R89F03"	-0.085986907850814	0.478516508367255	0.444601039591059	0.512631198839137	0.217032273673462	0.73218580239289
"R90A05"	0.0247913536420437	0.506197520991603	0.474157180684821	0.53818703605126	0.704794514144711	0.922636082227874
"R90C03"	0.0311604158150625	0.50778947368421	0.484527899182783	0.531017369704297	0.511683781504371	0.88251079169574
"R91C03"	0.0133781259461764	0.503344481605351	0.45708632483966	0.549545453957721	0.887566136168095	0.988418333992562
"R91E07"	-0.318647548349493	0.421005385996409	0.374432461313992	0.469027895607544	0.00133042053234367	0.0157091962857502
"R91F11"	0.00297840875426071	0.500744601638124	0.478881085137409	0.522605271067108	0.94681113412005	0.988418333992562
"R91G06"	0.0321571116345316	0.508038585209003	0.480632170644837	0.535396769317368	0.565487827783635	0.89950654471283
"R92A10"	-0.0108992904580352	0.497275204359673	0.476368511441919	0.518191429748014	0.798543660150389	0.988418333992562
"R92C04"	-0.0774363160483993	0.480650588895121	0.453901937106782	0.507510623215326	0.157924974508613	0.611788972369089
"R92F08"	-0.18031150586593	0.455043859649123	0.431514681966444	0.47877549706442	0.000210638182384537	0.00281156182574143
"R93A06"	-0.153445311948679	0.461713764813127	0.427814809466417	0.495970502482279	0.0285235955367582	0.209103992877923
"R93C03"	-0.0927304842517238	0.476833976833977	0.44549538488745	0.508356040392733	0.149685300588328	0.596797237410606
"R95D10"	-0.156167541468534	0.461037268699505	0.435358372004583	0.48692463795411	0.00320628201945028	0.0339423648265943
"R96B12"	-0.077729039478984	0.480577518047439	0.463456597992941	0.497744174646266	0.0265976080528978	0.209103992877923
"R96C12"	-0.394881485289802	0.402542736878275	0.388056960896466	0.417200595740481	0	0
"R96E03"	-0.0590430381460973	0.485243527068622	0.463718772886825	0.506823163679065	0.180131916748024	0.655791293741052
"R97C08"	0.0155412572112116	0.503885236102809	0.464742457219015	0.542980447648554	0.845976328054596	0.988418333992562
"R98E11"	0.00833772417409369	0.502084418968213	0.476220939232952	0.527936748849083	0.8745742714815	0.988418333992562
"R98F09a"	-0.183927123100864	0.454147409389443	0.429380573859273	0.479143257879663	0.000332337797482429	0.00425115432612941
"R98F09b"	-0.0396448313472404	0.49009009009009	0.462369325455757	0.51787193438389	0.484554961486457	0.878001121052551
"R98H08"	-0.0113422766039348	0.497164461247637	0.470848335677158	0.523496306464968	0.832948472514627	0.988418333992562
"R98H09"	-0.0300158959402656	0.492496589358799	0.468358244403047	0.516669968447213	0.543022804537473	0.89950654471283
"R99B02"	-0.0687017082879225	0.482831325301205	0.455102299881123	0.510666487886936	0.226657512667692	0.748213509558941
